taxonID,scientificName,kingdom,phylum,class,order,family,genus,nomenclaturalCode
gn_1,"Struthio camelus Linnaeus, 1758",Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,ICZN
gn_2,"Struthio molybdophanes Reichenow, 1883",Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,ICZN
gn_3,"Rhea americana (Linnaeus, 1758)",Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,ICZN
gn_4,"Rhea pennata d'Orbigny, 1837",Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,ICZN
gn_5,"Apteryx australis Shaw, 1813",Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,ICZN
gn_6,"Apteryx mantelli A. D. Bartlett, 1852",Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,ICZN
gn_7,"Apteryx rowi Tennyson, Palma, H. A. Robertson, Worthy & B. J. Gill, 2003",Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,ICZN
gn_8,"Apteryx owenii Gould, 1847",Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,ICZN
gn_9,"Apteryx haastii Potts, 1872",Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,ICZN
gn_10,"Casuarius casuarius (Linnaeus, 1758)",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,ICZN
gn_11,"Casuarius bennetti Gould, 1857",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,ICZN
gn_12,"Casuarius unappendiculatus Blyth, 1860",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,ICZN
gn_13,"Dromaius novaehollandiae (Latham, 1790)",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,ICZN
gn_14,"Tinamus tao Temminck, 1815",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,ICZN
gn_15,"Tinamus solitarius (Vieillot, 1819)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,ICZN
gn_16,"Tinamus osgoodi Conover, 1949",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,ICZN
gn_17,"Tinamus major (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,ICZN
gn_18,"Tinamus guttatus Pelzeln, 1863",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,ICZN
gn_19,"Nothocercus bonapartei (G. R. Gray, 1867)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus,ICZN
gn_20,"Nothocercus julius (Bonaparte, 1854)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus,ICZN
gn_21,"Nothocercus nigrocapillus (G. R. Gray, 1867)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus,ICZN
gn_22,"Crypturellus berlepschi (Rothschild, 1897)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_23,"Crypturellus cinereus (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_24,"Crypturellus soui (Hermann, 1783)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_25,"Crypturellus ptaritepui J. T. Zimmer & Phelps, 1945",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_26,"Crypturellus obsoletus (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_27,"Crypturellus undulatus (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_28,"Crypturellus transfasciatus (P. L. Sclater & Salvin, 1878)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_29,"Crypturellus strigulosus (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_30,"Crypturellus duidae J. T. Zimmer, 1938",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_31,"Crypturellus erythropus (Pelzeln, 1863)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_32,"Crypturellus noctivagus (Wied-Neuwied, 1820)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_33,"Crypturellus atrocapillus (Tschudi, 1844)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_34,"Crypturellus cinnamomeus (P. A. Lesson, 1842)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_35,"Crypturellus boucardi (P. L. Sclater, 1860)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_36,"Crypturellus kerriae (Chapman, 1915)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_37,"Crypturellus variegatus (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_38,"Crypturellus brevirostris (Pelzeln, 1863)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_39,"Crypturellus bartletti (P. L. Sclater & Salvin, 1873)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_40,"Crypturellus parvirostris (Wagler, 1827)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_41,"Crypturellus casiquiare (Chapman, 1929)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_42,"Crypturellus tataupa (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,ICZN
gn_43,"Rhynchotus rufescens (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,ICZN
gn_44,"Rhynchotus maculicollis G. R. Gray, 1867",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,ICZN
gn_45,"Nothoprocta taczanowskii P. L. Sclater & Salvin, 1875",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,ICZN
gn_46,"Nothoprocta ornata (G. R. Gray, 1867)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,ICZN
gn_47,"Nothoprocta perdicaria (Kittlitz, 1830)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,ICZN
gn_48,"Nothoprocta cinerascens (Burmeister, 1860)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,ICZN
gn_49,"Nothoprocta pentlandii (G. R. Gray, 1867)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,ICZN
gn_50,"Nothoprocta curvirostris P. L. Sclater & Salvin, 1873",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,ICZN
gn_51,"Nothura boraquira (Spix, 1825)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothura,ICZN
gn_52,"Nothura minor (Spix, 1825)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothura,ICZN
gn_53,"Nothura darwinii G. R. Gray, 1867",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothura,ICZN
gn_54,"Nothura maculosa (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothura,ICZN
gn_55,"Taoniscus nanus (Temminck, 1815)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Taoniscus,ICZN
gn_56,"Eudromia elegans I. Geoffroy Saint-Hilaire, 1832",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,ICZN
gn_57,"Eudromia formosa (Lillo, 1905)",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,ICZN
gn_58,"Tinamotis pentlandii Vigors, 1837",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamotis,ICZN
gn_59,"Tinamotis ingoufi Oustalet, 1890",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamotis,ICZN
gn_60,"Anhima cornuta (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anhimidae,Anhima,ICZN
gn_61,"Chauna chavaria (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,ICZN
gn_62,"Chauna torquata (Oken, 1816)",Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,ICZN
gn_63,"Anseranas semipalmata (Latham, 1798)",Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,ICZN
gn_64,"Dendrocygna viduata (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_65,"Dendrocygna autumnalis (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_66,"Dendrocygna guttata Schlegel, 1866",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_67,"Dendrocygna arborea (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_68,"Dendrocygna bicolor (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_69,"Dendrocygna eytoni (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_70,"Dendrocygna arcuata (Horsfield, 1824)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_71,"Dendrocygna javanica (Horsfield, 1821)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,ICZN
gn_72,"Thalassornis leuconotus Eyton, 1838",Animalia,Chordata,Aves,Anseriformes,Anatidae,Thalassornis,ICZN
gn_73,"Cereopsis novaehollandiae Latham, 1801",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,ICZN
gn_74,"Branta bernicla (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,ICZN
gn_75,"Branta ruficollis (Pallas, 1769)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,ICZN
gn_76,"Branta sandvicensis (Vigors, 1834)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,ICZN
gn_77,"Branta canadensis (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,ICZN
gn_78,"Branta leucopsis (Bechstein, 1803)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,ICZN
gn_79,"Branta hutchinsii (Richardson, 1832)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,ICZN
gn_80,"Anser indicus (Latham, 1790)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_81,"Anser canagicus (Sevastianov, 1802)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_82,"Anser rossii Cassin, 1861",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_83,"Anser caerulescens (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_84,"Anser anser (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_85,"Anser cygnoides (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_86,"Anser fabalis (Latham, 1787)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_87,"Anser brachyrhynchus Baillon, 1834",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_88,"Anser serrirostris Gould, 1852",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_89,"Anser albifrons (Scopoli, 1769)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_90,"Anser erythropus (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,ICZN
gn_91,"Coscoroba coscoroba (Molina, 1782)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Coscoroba,ICZN
gn_92,"Cygnus atratus (Latham, 1790)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,ICZN
gn_93,"Cygnus melancoryphus (Molina, 1782)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,ICZN
gn_94,"Cygnus olor (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,ICZN
gn_95,"Cygnus buccinator Richardson, 1831",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,ICZN
gn_96,"Cygnus columbianus (Ord, 1815)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,ICZN
gn_97,"Cygnus cygnus (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,ICZN
gn_98,"Stictonetta naevosa (Gould, 1841)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Stictonetta,ICZN
gn_99,"Hymenolaimus malacorhynchos (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Hymenolaimus,ICZN
gn_100,"Tachyeres patachonicus (P. P. King, 1831)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,ICZN
gn_101,"Tachyeres pteneres (J. R. Forster, 1844)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,ICZN
gn_102,"Tachyeres brachypterus (Latham, 1790)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,ICZN
gn_103,"Tachyeres leucocephalus Humphrey & Thompson, 1981",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,ICZN
gn_104,"Merganetta armata Gould, 1842",Animalia,Chordata,Aves,Anseriformes,Anatidae,Merganetta,ICZN
gn_105,"Plectropterus gambensis (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,ICZN
gn_106,"Sarkidiornis sylvicola H. Ihering & R. Ihering, 1907",Animalia,Chordata,Aves,Anseriformes,Anatidae,Sarkidiornis,ICZN
gn_107,"Sarkidiornis melanotos (Pennant, 1769)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Sarkidiornis,ICZN
gn_108,"Cyanochen cyanoptera (Rüppell, 1845)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cyanochen,ICZN
gn_109,"Alopochen aegyptiaca (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,ICZN
gn_110,"Alopochen mauritiana (E. Newton & Gadow, 1893)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,ICZN
gn_111,"Alopochen kervazoi (Cowles, 1994)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,ICZN
gn_112,"Neochen jubata (Spix, 1825)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Neochen,ICZN
gn_113,"Chloephaga melanoptera (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,ICZN
gn_114,"Chloephaga picta (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,ICZN
gn_115,"Chloephaga hybrida (Molina, 1782)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,ICZN
gn_116,"Chloephaga poliocephala P. L. Sclater, 1857",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,ICZN
gn_117,"Chloephaga rubidiceps P. L. Sclater, 1861",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,ICZN
gn_118,"Radjah radjah (Garnot & R. Lesson, 1828)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Radjah,ICZN
gn_119,"Tadorna tadorna (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,ICZN
gn_120,"Tadorna ferruginea (Pallas, 1764)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,ICZN
gn_121,"Tadorna cana (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,ICZN
gn_122,"Tadorna tadornoides (Jardine & Selby, 1828)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,ICZN
gn_123,"Tadorna variegata (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,ICZN
gn_124,"Tadorna cristata (Kuroda & Nagamichi, 1917)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,ICZN
gn_125,"Malacorhynchus membranaceus (Latham, 1801)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Malacorhynchus,ICZN
gn_126,"Salvadorina waigiuensis Rothschild & E. Hartert, 1894",Animalia,Chordata,Aves,Anseriformes,Anatidae,Salvadorina,ICZN
gn_127,"Cairina moschata (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,ICZN
gn_128,"Asarcornis scutulata (S. Müller, 1842)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Asarcornis,ICZN
gn_129,"Pteronetta hartlaubii (Cassin, 1860)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Pteronetta,ICZN
gn_130,"Aix sponsa (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,ICZN
gn_131,"Aix galericulata (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,ICZN
gn_132,"Chenonetta jubata (Latham, 1801)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chenonetta,ICZN
gn_133,"Nettapus auritus (Boddaert, 1783)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Nettapus,ICZN
gn_134,"Nettapus coromandelianus (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Nettapus,ICZN
gn_135,"Nettapus pulchellus Gould, 1842",Animalia,Chordata,Aves,Anseriformes,Anatidae,Nettapus,ICZN
gn_136,"Amazonetta brasiliensis (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Amazonetta,ICZN
gn_137,"Callonetta leucophrys (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,ICZN
gn_138,"Lophonetta specularioides (P. P. King, 1828)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophonetta,ICZN
gn_139,"Speculanas specularis (P. P. King, 1828)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Speculanas,ICZN
gn_140,"Sibirionetta formosa (Georgi, 1775)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Sibirionetta,ICZN
gn_141,"Spatula querquedula (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_142,"Spatula hottentota (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_143,"Spatula puna (Tschudi, 1844)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_144,"Spatula versicolor (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_145,"Spatula platalea (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_146,"Spatula cyanoptera (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_147,"Spatula discors (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_148,"Spatula smithii E. Hartert, 1891",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_149,"Spatula rhynchotis (Latham, 1801)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_150,"Spatula clypeata (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,ICZN
gn_151,"Mareca strepera (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,ICZN
gn_152,"Mareca falcata (Georgi, 1775)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,ICZN
gn_153,"Mareca penelope (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,ICZN
gn_154,"Mareca sibilatrix (Poeppig, 1829)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,ICZN
gn_155,"Mareca americana (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,ICZN
gn_156,"Mareca marecula (Olson & Jouventin, 1996)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,ICZN
gn_157,"Anas sparsa Eyton, 1838",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_158,"Anas undulata C. F. Dubois, 1838",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_159,"Anas melleri P. L. Sclater, 1865",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_160,"Anas superciliosa J. F. Gmelin, 1789",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_161,"Anas laysanensis Rothschild, 1892",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_162,"Anas wyvilliana P. L. Sclater, 1878",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_163,"Anas luzonica Fraser, 1839",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_164,"Anas poecilorhyncha J. R. Forster, 1781",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_165,"Anas zonorhyncha Swinhoe, 1866",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_166,"Anas platyrhynchos Linnaeus, 1758",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_167,"Anas fulvigula Ridgway, 1874",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_168,"Anas rubripes Brewster, 1902",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_169,"Anas diazi Ridgway, 1886",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_170,"Anas capensis J. F. Gmelin, 1789",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_171,"Anas bahamensis Linnaeus, 1758",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_172,"Anas erythrorhyncha J. F. Gmelin, 1789",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_173,"Anas georgica J. F. Gmelin, 1789",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_174,"Anas eatoni (Sharpe, 1875)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_175,"Anas acuta Linnaeus, 1758",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_176,"Anas crecca Linnaeus, 1758",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_177,"Anas carolinensis J. F. Gmelin, 1789",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_178,"Anas flavirostris Vieillot, 1816",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_179,"Anas andium (P. L. Sclater & Salvin, 1873)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_180,"Anas gibberifrons S. Müller, 1842",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_181,"Anas albogularis (Hume, 1873)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_182,"Anas theodori E. Newton & Gadow, 1893",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_183,"Anas gracilis Buller, 1869",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_184,"Anas castanea (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_185,"Anas bernieri (Hartlaub, 1860)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_186,"Anas chlorotis G. R. Gray, 1845",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_187,"Anas aucklandica (G. R. Gray, 1844)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_188,"Anas nesiotis (J. H. Fleming, 1935)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,ICZN
gn_189,"Marmaronetta angustirostris (Ménétriés, 1832)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Marmaronetta,ICZN
gn_190,"Rhodonessa caryophyllacea (Latham, 1790)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Rhodonessa †,ICZN
gn_191,"Netta rufina (Pallas, 1773)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,ICZN
gn_192,"Netta peposaca (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,ICZN
gn_193,"Netta erythrophthalma (Wied-Neuwied, 1833)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,ICZN
gn_194,"Aythya valisineria (A. Wilson, 1814)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_195,"Aythya americana (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_196,"Aythya ferina (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_197,"Aythya australis (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_198,"Aythya innotata (Salvadori, 1894)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_199,"Aythya baeri (Radde, 1863)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_200,"Aythya nyroca (Güldenstädt, 1770)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_201,"Aythya novaeseelandiae (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_202,"Aythya collaris (Donovan, 1809)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_203,"Aythya fuligula (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_204,"Aythya marila (Linnaeus, 1761)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_205,"Aythya affinis (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ICZN
gn_206,"Polysticta stelleri (Pallas, 1769)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,ICZN
gn_207,"Somateria fischeri (J. F. Brandt, 1847)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,ICZN
gn_208,"Somateria spectabilis (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,ICZN
gn_209,"Somateria mollissima (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,ICZN
gn_210,"Histrionicus histrionicus (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,ICZN
gn_211,"Camptorhynchus labradorius (J. F. Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Camptorhynchus †,ICZN
gn_212,"Melanitta perspicillata (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,ICZN
